label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
YES,0.0,0.0,0.0,-0.151225,-0.068049,-0.058068,-0.26458,-0.215108,-0.09321,-0.333227,-0.352981,-0.125197,-0.40793,-0.44867,-0.15868,-0.169262,-0.475068,-0.05799,-0.197932,-0.673066,-0.103212,-0.20797,-0.798108,-0.142504,-0.21064,-0.909968,-0.173058,-0.076156,-0.5005,-0.063967,-0.077848,-0.719024,-0.100172,-0.076716,-0.859174,-0.134107,-0.072834,-0.984131,-0.161805,0.011326,-0.474577,-0.077912,0.019068,-0.676347,-0.113435,0.021893,-0.805694,-0.14423,0.019909,-0.920912,-0.16796,0.09255,-0.41422,-0.097682,0.110344,-0.568159,-0.128921,0.113928,-0.668379,-0.146618,0.111772,-0.7613,-0.160386
YES,0.0,0.0,0.0,-0.154021,-0.07474,-0.050908,-0.271218,-0.219495,-0.078935,-0.342316,-0.354532,-0.10572,-0.41481,-0.444474,-0.133294,-0.17719,-0.490852,-0.034698,-0.217184,-0.681347,-0.073124,-0.231739,-0.800264,-0.11099,-0.239613,-0.909963,-0.141741,-0.088789,-0.521617,-0.04212,-0.09634,-0.730016,-0.074274,-0.09979,-0.865158,-0.10806,-0.101673,-0.985451,-0.136194,-0.004778,-0.503125,-0.058245,-0.002401,-0.696302,-0.090004,-0.005809,-0.82511,-0.122121,-0.014177,-0.938278,-0.146852,0.075349,-0.450022,-0.080246,0.086995,-0.602319,-0.106871,0.084801,-0.707481,-0.125054,0.078546,-0.804702,-0.13991
YES,0.0,0.0,0.0,-0.154019,-0.08202,-0.050326,-0.274797,-0.220323,-0.080476,-0.349758,-0.352323,-0.110507,-0.416514,-0.443069,-0.141279,-0.177569,-0.498595,-0.032849,-0.222461,-0.690257,-0.072988,-0.240594,-0.80758,-0.111649,-0.253189,-0.912728,-0.141581,-0.088722,-0.530083,-0.041327,-0.098537,-0.743271,-0.073475,-0.10272,-0.876524,-0.105003,-0.105817,-0.985711,-0.131057,-0.003341,-0.513067,-0.059272,-0.004942,-0.70853,-0.089079,-0.011441,-0.833233,-0.117154,-0.020706,-0.937425,-0.138963,0.079035,-0.460373,-0.083714,0.088486,-0.620121,-0.106841,0.087616,-0.72525,-0.121425,0.08506,-0.818503,-0.133495
YES,0.0,0.0,0.0,-0.143322,-0.067256,-0.064204,-0.264625,-0.197949,-0.104424,-0.345394,-0.324033,-0.141693,-0.413615,-0.413251,-0.179616,-0.172269,-0.481989,-0.059778,-0.218227,-0.673567,-0.106333,-0.238426,-0.793491,-0.147768,-0.251237,-0.903292,-0.179739,-0.081665,-0.514609,-0.063627,-0.088685,-0.726564,-0.100908,-0.093024,-0.863982,-0.134521,-0.096801,-0.98208,-0.161706,0.005116,-0.494217,-0.076595,0.008192,-0.693016,-0.111178,0.007338,-0.82283,-0.142001,0.002353,-0.936678,-0.165485,0.087525,-0.438108,-0.096591,0.104636,-0.595415,-0.125676,0.109952,-0.700525,-0.143374,0.111073,-0.797902,-0.15705
YES,0.0,0.0,0.0,-0.148885,-0.048216,-0.092997,-0.271141,-0.171799,-0.153278,-0.358891,-0.303797,-0.204963,-0.441697,-0.411126,-0.257551,-0.177685,-0.410464,-0.115383,-0.221039,-0.610354,-0.183875,-0.243074,-0.744669,-0.234317,-0.254484,-0.860066,-0.269948,-0.077194,-0.446517,-0.111198,-0.080068,-0.674807,-0.168067,-0.081066,-0.83111,-0.208377,-0.076863,-0.967987,-0.23894,0.018236,-0.427452,-0.116574,0.033808,-0.630698,-0.167526,0.042201,-0.758917,-0.198236,0.048341,-0.877872,-0.220519,0.106773,-0.369822,-0.130529,0.142873,-0.515363,-0.17196,0.161891,-0.608742,-0.189818,0.175106,-0.696654,-0.202687
YES,0.0,0.0,0.0,-0.264842,-0.014543,-0.118186,-0.47983,-0.176459,-0.218221,-0.632203,-0.338245,-0.317616,-0.783916,-0.458934,-0.418157,-0.311509,-0.452439,-0.186763,-0.364991,-0.705,-0.339989,-0.374636,-0.660593,-0.447816,-0.371687,-0.561035,-0.506666,-0.123352,-0.505492,-0.204076,-0.115925,-0.744347,-0.320366,-0.110986,-0.803469,-0.398791,-0.092091,-0.814366,-0.458265,0.053976,-0.490206,-0.237433,0.094766,-0.723479,-0.345368,0.128611,-0.824698,-0.400179,0.162011,-0.883786,-0.438451,0.213899,-0.429052,-0.28054,0.29621,-0.622665,-0.362359,0.35807,-0.698747,-0.391807,0.408319,-0.749263,-0.413906
YES,0.0,0.0,0.0,-0.261014,0.026057,-0.122451,-0.492637,-0.121022,-0.22166,-0.663786,-0.271724,-0.316247,-0.820855,-0.392848,-0.414569,-0.313741,-0.348654,-0.215948,-0.368954,-0.507957,-0.341791,-0.366879,-0.502552,-0.428868,-0.330015,-0.501162,-0.487592,-0.127154,-0.403093,-0.229724,-0.126547,-0.582463,-0.32413,-0.090908,-0.653782,-0.384702,-0.016619,-0.708823,-0.443352,0.045287,-0.397163,-0.254145,0.084451,-0.584448,-0.368288,0.139038,-0.656334,-0.414357,0.207348,-0.710656,-0.449783,0.192607,-0.349664,-0.28682,0.278829,-0.505975,-0.386482,0.356008,-0.551165,-0.414093,0.431371,-0.581663,-0.434944
YES,0.0,0.0,0.0,-0.263714,0.01119,-0.129733,-0.480293,-0.127321,-0.236624,-0.635134,-0.282353,-0.340751,-0.794858,-0.409178,-0.448078,-0.283632,-0.42529,-0.20858,-0.318518,-0.64086,-0.348792,-0.335567,-0.634015,-0.45027,-0.337128,-0.583411,-0.51242,-0.095111,-0.477529,-0.221361,-0.073339,-0.692473,-0.327457,-0.055704,-0.746833,-0.400605,-0.0166,-0.753472,-0.463254,0.080817,-0.456348,-0.248388,0.145325,-0.676327,-0.35699,0.188021,-0.743192,-0.409273,0.230921,-0.766994,-0.449139,0.237332,-0.390202,-0.285763,0.33818,-0.571268,-0.373847,0.395667,-0.612329,-0.403118,0.438758,-0.622068,-0.42649
YES,0.0,0.0,0.0,-0.15222,-0.05441,-0.082719,-0.276085,-0.181745,-0.142422,-0.376605,-0.303164,-0.195659,-0.474559,-0.388014,-0.251411,-0.180855,-0.412209,-0.114094,-0.233594,-0.614049,-0.178552,-0.260152,-0.74756,-0.227712,-0.276896,-0.86236,-0.263423,-0.074817,-0.450668,-0.114719,-0.081536,-0.681007,-0.165191,-0.090788,-0.835911,-0.203179,-0.098386,-0.967294,-0.233801,0.02484,-0.431411,-0.123056,0.036187,-0.648844,-0.167287,0.034783,-0.77945,-0.196804,0.025818,-0.892792,-0.219738,0.11662,-0.371425,-0.138978,0.153766,-0.530647,-0.175711,0.16233,-0.632108,-0.191497,0.154708,-0.721226,-0.203549
YES,0.0,0.0,0.0,-0.154068,-0.054468,-0.064757,-0.278174,-0.182916,-0.106759,-0.35745,-0.313707,-0.144382,-0.43029,-0.415173,-0.182631,-0.196768,-0.45004,-0.072222,-0.246743,-0.642363,-0.12429,-0.270771,-0.764211,-0.166847,-0.286156,-0.875778,-0.198566,-0.10587,-0.485502,-0.076338,-0.121171,-0.702947,-0.120101,-0.131036,-0.843441,-0.156157,-0.138031,-0.973243,-0.183702,-0.017755,-0.469507,-0.088575,-0.021675,-0.673681,-0.12975,-0.026352,-0.802599,-0.161068,-0.034531,-0.921129,-0.183239,0.066117,-0.418965,-0.106869,0.07625,-0.58098,-0.141765,0.075325,-0.684865,-0.159916,0.069116,-0.782648,-0.172346
YES,0.0,0.0,0.0,-0.154883,-0.07194,-0.050351,-0.277423,-0.20363,-0.077986,-0.34861,-0.340589,-0.105661,-0.417405,-0.435926,-0.13399,-0.192763,-0.481593,-0.026595,-0.237051,-0.67283,-0.061422,-0.257423,-0.79045,-0.097195,-0.272026,-0.899615,-0.126236,-0.102805,-0.52291,-0.033114,-0.116212,-0.734824,-0.059521,-0.125955,-0.869233,-0.089718,-0.13442,-0.984094,-0.116145,-0.018629,-0.513278,-0.049081,-0.023224,-0.7049,-0.074363,-0.032429,-0.83126,-0.102796,-0.04602,-0.938716,-0.125845,0.062149,-0.466232,-0.071587,0.065621,-0.62552,-0.092438,0.057424,-0.729254,-0.107179,0.045737,-0.821549,-0.119975
YES,0.0,0.0,0.0,-0.166783,-0.067087,-0.0591,-0.303617,-0.196489,-0.089281,-0.386089,-0.332188,-0.117423,-0.455928,-0.427033,-0.145099,-0.210227,-0.474166,-0.032063,-0.26537,-0.667557,-0.068983,-0.288834,-0.785675,-0.10479,-0.304107,-0.892425,-0.132056,-0.118464,-0.51933,-0.033623,-0.139604,-0.741569,-0.059371,-0.149381,-0.876131,-0.085234,-0.15602,-0.981984,-0.106609,-0.028898,-0.515644,-0.0461,-0.042276,-0.715435,-0.069765,-0.0498,-0.840191,-0.092479,-0.057087,-0.941501,-0.110074,0.060052,-0.476891,-0.06635,0.058456,-0.641519,-0.084842,0.053896,-0.744333,-0.095456,0.049823,-0.834341,-0.103695
YES,0.0,0.0,0.0,-0.198661,-0.033042,-0.067844,-0.347246,-0.142438,-0.101206,-0.43538,-0.269682,-0.129928,-0.504915,-0.381013,-0.156723,-0.233677,-0.446449,-0.031661,-0.299542,-0.637313,-0.064416,-0.329231,-0.75541,-0.099769,-0.347322,-0.860401,-0.127283,-0.130679,-0.502433,-0.029043,-0.15555,-0.727067,-0.046484,-0.168427,-0.867515,-0.073552,-0.174742,-0.979792,-0.097325,-0.03207,-0.509315,-0.038371,-0.050354,-0.714627,-0.057245,-0.063679,-0.839272,-0.084054,-0.074083,-0.945243,-0.105891,0.065466,-0.480001,-0.055796,0.060858,-0.651587,-0.074007,0.051134,-0.753761,-0.086208,0.039181,-0.848918,-0.095952
YES,0.0,0.0,0.0,-0.226648,-0.027268,-0.060815,-0.40451,-0.138769,-0.078096,-0.509363,-0.279149,-0.096045,-0.582893,-0.399321,-0.110801,-0.275099,-0.448899,0.036375,-0.349175,-0.644886,0.024299,-0.381391,-0.770445,-0.001843,-0.401204,-0.879398,-0.022181,-0.162114,-0.513853,0.041475,-0.187928,-0.742298,0.052284,-0.199845,-0.880275,0.040529,-0.206339,-0.978109,0.026943,-0.050687,-0.533072,0.029539,-0.071673,-0.737758,0.03322,-0.086925,-0.854821,0.021766,-0.100755,-0.943661,0.011454,0.060951,-0.518731,0.006784,0.053395,-0.687488,0.007537,0.036707,-0.788665,0.006484,0.018326,-0.87519,0.005305
YES,0.0,0.0,0.0,-0.190596,-0.054129,-0.05879,-0.336978,-0.177293,-0.085614,-0.420787,-0.312455,-0.110182,-0.481702,-0.425037,-0.132956,-0.221527,-0.462284,-0.016624,-0.28158,-0.65617,-0.047371,-0.305571,-0.778641,-0.082076,-0.319339,-0.885959,-0.1087,-0.120954,-0.5127,-0.016617,-0.143824,-0.736025,-0.0313,-0.154706,-0.875742,-0.055561,-0.158368,-0.98433,-0.07755,-0.025327,-0.517489,-0.028307,-0.041104,-0.72186,-0.043042,-0.050698,-0.844138,-0.062326,-0.057069,-0.940105,-0.078942,0.069561,-0.486883,-0.048349,0.064368,-0.652442,-0.06108,0.054074,-0.755443,-0.067982,0.042328,-0.846915,-0.073872
YES,0.0,0.0,0.0,-0.146782,-0.069713,-0.076849,-0.258645,-0.221377,-0.121329,-0.325689,-0.3658,-0.159929,-0.393645,-0.466647,-0.198918,-0.14275,-0.472759,-0.076706,-0.166609,-0.668371,-0.12826,-0.179194,-0.793909,-0.172464,-0.190545,-0.903904,-0.205821,-0.051426,-0.501197,-0.073583,-0.040496,-0.721814,-0.114898,-0.042149,-0.864895,-0.149989,-0.048312,-0.982796,-0.178265,0.030277,-0.483227,-0.080206,0.048185,-0.690992,-0.1165,0.047349,-0.817739,-0.147009,0.036404,-0.921767,-0.170196,0.106555,-0.430127,-0.09495,0.13245,-0.594059,-0.125987,0.131107,-0.694003,-0.145242,0.115201,-0.781894,-0.160042
YES,0.0,0.0,0.0,-0.184112,-0.084041,-0.098782,-0.324945,-0.267388,-0.161042,-0.422606,-0.441128,-0.215922,-0.514054,-0.579061,-0.273728,-0.15617,-0.502731,-0.102193,-0.17556,-0.64649,-0.170972,-0.178178,-0.746364,-0.231814,-0.167576,-0.843369,-0.278635,-0.01379,-0.526224,-0.103339,0.031931,-0.751527,-0.150002,0.05492,-0.874012,-0.184829,0.080794,-0.972562,-0.218164,0.103141,-0.486815,-0.117615,0.161213,-0.707415,-0.170397,0.18462,-0.809948,-0.192594,0.202384,-0.893769,-0.211933,0.201872,-0.401874,-0.141689,0.261556,-0.571855,-0.185536,0.289006,-0.64114,-0.192748,0.303677,-0.695883,-0.20064
YES,0.0,0.0,0.0,-0.232083,-0.076872,-0.127306,-0.41491,-0.274755,-0.213253,-0.524738,-0.462586,-0.290772,-0.628115,-0.627432,-0.370898,-0.19806,-0.525772,-0.165345,-0.222818,-0.712894,-0.264784,-0.211592,-0.776446,-0.339879,-0.167836,-0.838338,-0.395947,-0.022044,-0.545487,-0.167158,0.018729,-0.750751,-0.243287,0.062393,-0.846499,-0.297774,0.13465,-0.927364,-0.349092,0.126056,-0.494815,-0.183591,0.185766,-0.694666,-0.266248,0.235507,-0.789508,-0.308486,0.296782,-0.867869,-0.343233,0.255776,-0.395606,-0.21155,0.33227,-0.548943,-0.278634,0.382946,-0.611017,-0.303742,0.432625,-0.669441,-0.326375
YES,0.0,0.0,0.0,-0.235122,-0.058875,-0.121337,-0.418545,-0.239844,-0.208908,-0.527456,-0.412711,-0.290837,-0.637364,-0.558205,-0.375481,-0.196729,-0.514078,-0.159979,-0.211888,-0.704648,-0.268004,-0.213993,-0.752254,-0.350836,-0.197134,-0.775214,-0.407039,-0.015498,-0.541177,-0.166564,0.030369,-0.750284,-0.239861,0.069199,-0.851098,-0.297454,0.130209,-0.926734,-0.352434,0.137229,-0.494768,-0.188043,0.20973,-0.700539,-0.267633,0.257595,-0.787778,-0.30933,0.312339,-0.85413,-0.344861,0.269683,-0.398333,-0.220701,0.358539,-0.561994,-0.283577,0.413491,-0.620425,-0.303051,0.463371,-0.668235,-0.321779
YES,0.0,0.0,0.0,-0.177349,-0.055353,-0.099082,-0.317262,-0.197089,-0.164988,-0.406721,-0.348715,-0.221922,-0.490682,-0.476563,-0.28021,-0.184538,-0.437821,-0.12778,-0.219043,-0.625321,-0.201657,-0.23914,-0.746912,-0.260122,-0.252308,-0.861923,-0.30329,-0.061994,-0.474184,-0.123327,-0.042707,-0.696767,-0.177712,-0.035733,-0.839662,-0.214659,-0.027814,-0.968504,-0.247439,0.04692,-0.450265,-0.129427,0.077229,-0.671294,-0.179548,0.089586,-0.794161,-0.205223,0.095712,-0.909644,-0.226987,0.145942,-0.381425,-0.145115,0.201538,-0.538613,-0.187142,0.228375,-0.632687,-0.202991,0.241173,-0.723659,-0.216455
YES,0.0,0.0,0.0,-0.156052,-0.056841,-0.07141,-0.279847,-0.181072,-0.11531,-0.353394,-0.314518,-0.153352,-0.411157,-0.427094,-0.190706,-0.183313,-0.454975,-0.072339,-0.226243,-0.64484,-0.122905,-0.247508,-0.76519,-0.165726,-0.260077,-0.875577,-0.197571,-0.09167,-0.491422,-0.071759,-0.096019,-0.711899,-0.111187,-0.100203,-0.85454,-0.145042,-0.101745,-0.979857,-0.171839,-0.005512,-0.473787,-0.080418,0.000912,-0.677425,-0.116865,0.000576,-0.805452,-0.147197,-0.002703,-0.918999,-0.169687,0.076739,-0.42072,-0.096189,0.101756,-0.576933,-0.1271,0.109553,-0.678885,-0.145366,0.111392,-0.774493,-0.15861
YES,0.0,0.0,0.0,-0.160379,-0.080185,-0.055584,-0.284309,-0.212363,-0.086737,-0.353491,-0.351886,-0.116627,-0.400099,-0.463009,-0.145817,-0.182276,-0.495812,-0.032586,-0.226671,-0.685378,-0.073898,-0.247321,-0.797537,-0.114904,-0.260724,-0.9022,-0.145847,-0.091204,-0.532693,-0.037066,-0.102306,-0.74609,-0.064336,-0.10884,-0.877662,-0.093013,-0.113865,-0.986478,-0.117882,-0.004412,-0.523402,-0.052316,-0.006722,-0.721687,-0.076537,-0.013497,-0.845944,-0.100663,-0.022359,-0.949087,-0.12057,0.078703,-0.479816,-0.075131,0.083764,-0.64308,-0.09454,0.080649,-0.745822,-0.106706,0.07666,-0.835852,-0.116916
YES,0.0,0.0,0.0,-0.201442,-0.032719,-0.066664,-0.351625,-0.14309,-0.096387,-0.433213,-0.279952,-0.121514,-0.481309,-0.409799,-0.143685,-0.230926,-0.449852,-0.023971,-0.290807,-0.646203,-0.057228,-0.318974,-0.769315,-0.09295,-0.336828,-0.878055,-0.11987,-0.124506,-0.505378,-0.020961,-0.146124,-0.726897,-0.038738,-0.162765,-0.867098,-0.068134,-0.172437,-0.980582,-0.093402,-0.024646,-0.515408,-0.030139,-0.03988,-0.716703,-0.049842,-0.055589,-0.844449,-0.07779,-0.068317,-0.952375,-0.100149,0.072473,-0.489598,-0.047362,0.076325,-0.655464,-0.066817,0.070599,-0.762024,-0.080922,0.061295,-0.860768,-0.091424
YES,0.0,0.0,0.0,-0.212496,-0.022289,-0.0674,-0.376491,-0.123499,-0.094601,-0.467696,-0.261215,-0.118138,-0.522672,-0.398227,-0.137373,-0.260323,-0.434573,-0.007522,-0.330844,-0.628152,-0.037344,-0.364779,-0.750317,-0.073382,-0.386404,-0.861549,-0.101615,-0.152534,-0.498051,-0.004141,-0.18667,-0.722409,-0.016658,-0.207804,-0.861693,-0.043811,-0.221792,-0.972658,-0.068883,-0.047389,-0.518159,-0.014842,-0.074681,-0.721539,-0.031719,-0.097655,-0.844394,-0.057586,-0.116458,-0.948893,-0.078878,0.059603,-0.503939,-0.034515,0.055859,-0.673267,-0.05231,0.043681,-0.777388,-0.065329,0.028779,-0.873856,-0.07571
YES,0.0,0.0,0.0,-0.165715,-0.072686,-0.046095,-0.292218,-0.203006,-0.072227,-0.364881,-0.33658,-0.098441,-0.421173,-0.440301,-0.124563,-0.204901,-0.481951,-0.026697,-0.255885,-0.666367,-0.06899,-0.2817,-0.785478,-0.110892,-0.30068,-0.893828,-0.143102,-0.116285,-0.525491,-0.035441,-0.137467,-0.738041,-0.065594,-0.151669,-0.868214,-0.095906,-0.162701,-0.979111,-0.121941,-0.028441,-0.519698,-0.05369,-0.041068,-0.717952,-0.080354,-0.053996,-0.841039,-0.103539,-0.066285,-0.943933,-0.122916,0.059821,-0.474844,-0.078614,0.064011,-0.634689,-0.098757,0.059432,-0.737745,-0.109686,0.05484,-0.829624,-0.119339
YES,0.0,0.0,0.0,-0.157812,-0.058369,-0.091489,-0.282392,-0.204773,-0.14695,-0.36413,-0.356628,-0.193125,-0.435842,-0.477186,-0.23894,-0.169858,-0.441821,-0.103741,-0.209297,-0.638536,-0.167635,-0.231748,-0.770634,-0.217338,-0.249874,-0.8846,-0.253119,-0.066335,-0.47893,-0.096295,-0.063601,-0.702522,-0.146182,-0.069002,-0.8501,-0.182224,-0.075704,-0.974616,-0.210697,0.027807,-0.461546,-0.099218,0.046345,-0.672386,-0.144356,0.046444,-0.801978,-0.173554,0.038715,-0.916005,-0.195049,0.113998,-0.404128,-0.110776,0.1528,-0.560899,-0.149659,0.162453,-0.662448,-0.169131,0.157057,-0.754119,-0.182943
YES,0.0,0.0,0.0,-0.245443,-0.013039,-0.123606,-0.460775,-0.198485,-0.21131,-0.617631,-0.381028,-0.295489,-0.761884,-0.530347,-0.371841,-0.287869,-0.507714,-0.150794,-0.31067,-0.618917,-0.268263,-0.287231,-0.447195,-0.334503,-0.252255,-0.358943,-0.370481,-0.106417,-0.549209,-0.149321,-0.094408,-0.679014,-0.256744,-0.057644,-0.524395,-0.294761,-0.00809,-0.442054,-0.313638,0.054769,-0.546527,-0.163744,0.078327,-0.671066,-0.276147,0.128291,-0.54509,-0.289836,0.178896,-0.471829,-0.285588,0.192904,-0.520172,-0.187738,0.230801,-0.640608,-0.26789,0.286356,-0.574436,-0.273539,0.340284,-0.527465,-0.2673
YES,0.0,0.0,0.0,-0.242678,0.037587,-0.144566,-0.471424,-0.118631,-0.249735,-0.643267,-0.270092,-0.342279,-0.806749,-0.400988,-0.43401,-0.293906,-0.41794,-0.240175,-0.315858,-0.467148,-0.37122,-0.267417,-0.367699,-0.455823,-0.187971,-0.281477,-0.509906,-0.103463,-0.461053,-0.243705,-0.092027,-0.566414,-0.372323,-0.01437,-0.523329,-0.441538,0.092182,-0.460258,-0.488315,0.057747,-0.434765,-0.25677,0.104417,-0.552956,-0.398385,0.201453,-0.511335,-0.447748,0.298042,-0.477893,-0.472409,0.192136,-0.361082,-0.277522,0.272859,-0.455806,-0.400387,0.3659,-0.434527,-0.434674,0.451118,-0.416444,-0.45058
YES,0.0,0.0,0.0,-0.250846,0.037945,-0.139087,-0.480936,-0.117979,-0.245008,-0.650416,-0.264226,-0.339489,-0.809144,-0.397105,-0.433121,-0.284595,-0.411717,-0.236561,-0.303462,-0.440451,-0.357746,-0.26406,-0.331802,-0.43527,-0.198144,-0.253721,-0.488754,-0.086271,-0.449679,-0.243315,-0.075338,-0.543373,-0.363179,-0.009485,-0.485525,-0.428721,0.081365,-0.41609,-0.476609,0.080337,-0.42132,-0.257752,0.116194,-0.5367,-0.3892,0.20612,-0.491648,-0.435003,0.297019,-0.462049,-0.462163,0.215995,-0.346948,-0.279526,0.301829,-0.432702,-0.395519,0.396007,-0.40043,-0.426185,0.480071,-0.379058,-0.442608
YES,0.0,0.0,0.0,-0.168164,-0.067424,-0.082873,-0.305911,-0.219477,-0.138913,-0.420684,-0.361378,-0.189767,-0.528317,-0.459877,-0.24364,-0.182665,-0.443495,-0.093466,-0.233627,-0.618789,-0.155332,-0.256953,-0.741649,-0.207995,-0.27268,-0.847806,-0.24801,-0.06235,-0.488457,-0.097311,-0.050683,-0.731639,-0.144204,-0.050343,-0.871372,-0.179217,-0.055494,-0.976494,-0.208279,0.045397,-0.465755,-0.111109,0.069791,-0.691596,-0.158641,0.076069,-0.809504,-0.184361,0.07005,-0.9051,-0.204071,0.140471,-0.397546,-0.133249,0.199696,-0.552466,-0.173533,0.227959,-0.639907,-0.187177,0.235952,-0.717101,-0.198286
YES,0.0,0.0,0.0,-0.159578,-0.052908,-0.066315,-0.285174,-0.188081,-0.107253,-0.363632,-0.324361,-0.143193,-0.440363,-0.422833,-0.178721,-0.193128,-0.456075,-0.065951,-0.23971,-0.638315,-0.115189,-0.263896,-0.754933,-0.157936,-0.279472,-0.863856,-0.190445,-0.09905,-0.495069,-0.068131,-0.111576,-0.711824,-0.107182,-0.120114,-0.851997,-0.141118,-0.126028,-0.977742,-0.167742,-0.007898,-0.481029,-0.079023,-0.010367,-0.682642,-0.117069,-0.016174,-0.808704,-0.147544,-0.026146,-0.919842,-0.169437,0.07961,-0.429475,-0.096439,0.103883,-0.584801,-0.128271,0.110995,-0.685222,-0.14608,0.108544,-0.777187,-0.158761
YES,0.0,0.0,0.0,-0.157207,-0.065252,-0.048431,-0.276015,-0.200341,-0.077193,-0.345653,-0.33505,-0.105547,-0.407952,-0.43357,-0.13431,-0.194311,-0.473998,-0.036364,-0.247031,-0.663388,-0.078189,-0.271437,-0.780521,-0.116453,-0.289495,-0.886248,-0.145924,-0.107276,-0.514473,-0.044843,-0.12414,-0.729552,-0.079011,-0.135167,-0.864933,-0.110605,-0.145359,-0.979995,-0.135943,-0.022911,-0.505182,-0.062057,-0.030643,-0.705573,-0.093621,-0.039664,-0.834643,-0.122088,-0.05169,-0.943646,-0.143608,0.059697,-0.459465,-0.085114,0.063001,-0.620532,-0.11031,0.058294,-0.728354,-0.125877,0.051039,-0.826264,-0.138049
YES,0.0,0.0,0.0,-0.192535,-0.037072,-0.061795,-0.339213,-0.151005,-0.090708,-0.415504,-0.292042,-0.115772,-0.478054,-0.407059,-0.139918,-0.237801,-0.440722,-0.03256,-0.300673,-0.632319,-0.068741,-0.329354,-0.754128,-0.105611,-0.347516,-0.865764,-0.133883,-0.135314,-0.499165,-0.032915,-0.161941,-0.721851,-0.057167,-0.175551,-0.862604,-0.087426,-0.182901,-0.976564,-0.113447,-0.037525,-0.507637,-0.044115,-0.055864,-0.71141,-0.069831,-0.071493,-0.841332,-0.099008,-0.085173,-0.948683,-0.121621,0.057984,-0.482075,-0.062508,0.058819,-0.655847,-0.084008,0.051843,-0.766878,-0.098536,0.04362,-0.864993,-0.110136
YES,0.0,0.0,0.0,-0.202731,-0.022343,-0.067959,-0.357253,-0.127105,-0.097624,-0.446697,-0.260447,-0.122982,-0.505873,-0.386627,-0.145236,-0.254602,-0.430004,-0.0231,-0.32119,-0.625087,-0.058576,-0.354278,-0.747604,-0.09571,-0.376144,-0.854412,-0.123112,-0.147044,-0.494876,-0.020406,-0.17728,-0.720639,-0.038444,-0.200408,-0.862169,-0.066338,-0.216961,-0.972009,-0.090148,-0.041833,-0.51386,-0.030605,-0.062114,-0.721564,-0.050622,-0.081046,-0.848381,-0.075941,-0.097147,-0.953066,-0.095767,0.061677,-0.497095,-0.049189,0.06127,-0.669052,-0.068438,0.051698,-0.777699,-0.08017,0.038739,-0.876576,-0.088584
YES,0.0,0.0,0.0,-0.171425,-0.067048,-0.044414,-0.30041,-0.196655,-0.066648,-0.371246,-0.337528,-0.089224,-0.427611,-0.451098,-0.111169,-0.214324,-0.465721,-0.01706,-0.26948,-0.653322,-0.055359,-0.294988,-0.774197,-0.095181,-0.312199,-0.884565,-0.12639,-0.123809,-0.514476,-0.025898,-0.151611,-0.729844,-0.053306,-0.1666,-0.864351,-0.085873,-0.177817,-0.977465,-0.113768,-0.032964,-0.516319,-0.04449,-0.05037,-0.716875,-0.070701,-0.063408,-0.842009,-0.097661,-0.077243,-0.946425,-0.11962,0.05923,-0.48279,-0.069255,0.06118,-0.641988,-0.08934,0.056238,-0.74517,-0.102234,0.050086,-0.837911,-0.113398
YES,0.0,0.0,0.0,-0.155596,-0.064733,-0.087988,-0.268288,-0.219412,-0.138325,-0.340177,-0.375086,-0.180952,-0.406376,-0.50295,-0.223691,-0.145471,-0.466994,-0.085092,-0.173563,-0.669429,-0.146534,-0.192042,-0.803967,-0.197599,-0.211402,-0.916133,-0.233854,-0.041459,-0.494555,-0.078369,-0.021588,-0.715005,-0.125348,-0.02399,-0.861224,-0.165271,-0.035187,-0.979928,-0.196223,0.048763,-0.47326,-0.082801,0.073248,-0.67909,-0.124645,0.070811,-0.807097,-0.15643,0.058457,-0.914056,-0.179817,0.126595,-0.41929,-0.096026,0.153902,-0.580181,-0.131252,0.156642,-0.675756,-0.149997,0.147179,-0.756177,-0.163609
YES,0.0,0.0,0.0,-0.237627,-0.029248,-0.122331,-0.436522,-0.238902,-0.209453,-0.562459,-0.45508,-0.291603,-0.680192,-0.631478,-0.372255,-0.22398,-0.499943,-0.162329,-0.249232,-0.686987,-0.288025,-0.215737,-0.613832,-0.375623,-0.170097,-0.499913,-0.425042,-0.038595,-0.536078,-0.165061,0.0039,-0.757159,-0.278193,0.06481,-0.695263,-0.346725,0.13001,-0.586018,-0.387524,0.113751,-0.507091,-0.180873,0.182142,-0.658971,-0.295794,0.255688,-0.585606,-0.341933,0.319662,-0.494993,-0.362611,0.23916,-0.426729,-0.205462,0.328642,-0.522154,-0.300403,0.406168,-0.46161,-0.329176,0.471369,-0.383556,-0.340569
